entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,mano_obra,destacada,expediente_numero,financiamiento
Hospital Rocca,Agua Fria y Caliente Pabellon A,Finalizada,Salud,Ministerio de Salud,Readecuacion de la Instalacion de Agua Fria y Caliente de los nucleos sanitarios de todos los pisos del Pabellon A,"$ 9.198.937,00",10,monte castro,SEGUROLA 1949,17/12/2021,29/4/2022,5,100,TALA CONSTRUCCIONES S.A.,2018,Licitacion Publica,2018-2088-MSGC,30708267984,0,NO,0,Desconocido
Hospital Rocca,Oxigeno Central en Segundo Piso,Finalizada,Salud,Ministerio de Salud,Oxigeno Central en Segundo Piso,"$ 1.701.109,00",10,monte castro,SEGUROLA 1949,13/4/2021,26/4/2021,1,100,FAMOX S.A.,2021,2095,DI-2021-284-GCABA-DGADCYP,30708494905,0,NO,0,Desconocido
Hospital Tornu,Nueva bomba de Vacio,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nueva bomba de vacio.,"$ 1.065.692,81",15,villa ortuzar,COMBATIENTES DE MALVINAS 3002,31/5/2021,7/6/2021,1,100,CO.SE.BA. S.A.,2020,Licitacion Publica,DI-2020234-GCABA-DGADCYP,30678613033,0,NO,0,Desconocido
Hospital Tornu,Nuevo compresor de Aire Comprimido,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nuevo compresor para aire comprimido.,"$ 1.402.625,84",15,villa ortuzar,COMBATIENTES DE MALVINAS 3002,10/5/2021,25/5/2021,1,100,MEJORES HOSPITALES S.A.,2020,2095,DI-2021-55-GCABA-DGADCYP,30647354072,0,NO,0,Desconocido
Hospital Tornu,Oxigeno Central en Guardia y Neumotisiologia,Finalizada,Salud,Ministerio de Salud,"Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxigeno, oxido nitroso y subsistema de aspiracion.","$ 773.783,00",15,villa ortuzar,COMBATIENTES DE MALVINAS 3002,26/5/2021,9/6/2021,1,100,TECNO NODO S.A.,2021,2095,DI-2021-141-GCABA-DGADCYP,30714471860,0,NO,0,Desconocido
Hospital Velez,Ventilacion Morge + Tableros,Finalizada,Salud,Ministerio de Salud,Sistema de Aire Acondicionado Central para morgue,"$ 4.320.000,00",10,monte castro,P. CALDERON DE LA BARCA 1550,2/9/2021,30/1/2022,4,100,FAMOX S.A.,2021,2095, DI-2022-52-GCABA-DGADCYP,30708494905,0,NO,0,Desconocido
Hospital Velez Sarfield,Remodelacion Guardia,Finalizada,Salud,Ministerio de Salud,"La obra de guardia nueva, relocalizacion del jardi­n maternal, remodelacion del area administrativa y servicio de imagenes, consiste en el traslado y ampliacion de dichos servicios a traves de la construccion de un nuevo volumen que se adosa al edificio existente. El proyecto se resuelve desarrollando en planta baja la guardia, y en primer piso el sector medico de la guardia con sus dormitorios, estares y office. El jardi­n existente sera demolido para ser construido a nuevo. Dicha obra se completa con la remodelacion del edificio existente para la reubicacion del servicio de imagenes y nutricion, SAME y sector administrativo en planta baja, y la remodelacion de la sala de partos en primer piso, esta intervencion abarca una totalidad de 2252 m2 cubiertos, 121 m2 semicubiertos y 1840 m2 descubiertos.","$ 135.485.000,00",10,monte castro,"CALDERON DE LA BARCA, PEDRO 1550",26/10/2018,11/7/2021,30,100,OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.,2021,2095,DI-2021-54-GCABA-DGADCYP,30535645244,0,NO,0,Desconocido
Hospital Zubizarreta,Nuevo compresor de Aire Comprimido,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nuevo compresor para aire comprimido.,"$ 1.995.290,00",11,villa devoto,NUEVA YORK 3952,30/5/2021,30/7/2021,2,100,LESKO S.A.C.I.F.I.A,2021,2095,DI- 2021-131-GCABA-DGADCYP,30520282528,0,NO,0,Desconocido
Hospital Zubizarreta,Oxigeno Central UTIM,Finalizada,Salud,Ministerio de Salud,"Provision e instalacion de materiales y equipos para la instalacion de Oxigeno, Aire Comprimido y Aspiracion.","$ 1.393.371,87",11,villa devoto,NUEVA YORK 3952,14/3/2022,13/4/2022,1,100,ECOHM S.R.L.,2020,2095,DI-2021-17-GCABA-DGADCYP,30712548114,0,NO,0,Desconocido
SAME,Reparacion tablero general,Finalizada,Salud,Ministerio de Salud,Reparacion TGBT.,"$ 3.777.095,00",4,parque patricios,MONASTERIO 480,10/8/2021,9/10/2021,2,100,ECOHM S.R.L.,2020,2095,235-GCABA-DGADCYP/2021,30712548114,0,NO,0,Desconocido
Cesac 18,Nuevo CESAC 18,Finalizada,Salud,Ministerio de Salud,"Nuevo edificio para el traslado del Cesac 18, en construccion en el barrio Papa Francisco.","$ 135.567.777,16",8,lugano,MANZANA N°118 Bº PAPA FRANCISCO,20/1/2021,11/11/2022,22,100,KIR SRL,2020,Licitacion Publica,RESOL-2020-700-GCABA-SSASS,30702232046,0,NO,0,Desconocido
Hospital Alvarez,Alvarez Tomografo,Finalizada,Salud,Ministerio de Salud,Construccion del servicio de Tomografia ubicado en el subsuelo del nuevo edificio de Guardia.,"$ 37.110.855,00",7,flores,DR. J.F. ARANGUREN  2701,7/10/2021,1/7/2022,5,100,KIR SRL,2021,2095,DI-2021-293-GCABA-DGADCYP,30702232046,0,NO,0,Desconocido
Hospital Argerich,Quirofanos: AA etapa 1,Finalizada,Salud,Ministerio de Salud,Aire Acondicionado Quirofanos y Esterilizacion,"$ 40.999.696,87",4,boca,PI Y MARGALL 750,29/11/2021,30/9/2022,6,100,CONTROLCLIM S.A.,2021,2095,DI-2021-34992678-DGADCYP,30708689412,0,NO,0,Desconocido
Hospital Durand,AA consultorios externos PB,Finalizada,Salud,Ministerio de Salud,Aire Acondicionado Consulta Externa Planta Baja,"$ 42.140.851,50",6,caballito,DIAZ VELEZ 5044,29/11/2021,28/7/2022,5,100,CONTROLCLIM S.A.,2021,2095,DI-2021-34923985-DGADCYP,30708689412,0,NO,0,Desconocido
Hospital Elizalde,Compresores y bombas de vacio,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de equipos para reforzar las centrales de aire comprimido,"$ 18.284.745,00",1,constitucion,MONTES DE OCA 40,28/4/2022,18/8/2022,3,100,OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.,2021,2095,DI-2022-85-GCABA-DGADCYP,30535645244,0,NO,0,Desconocido
Hospital Santojanni,Compresores y bombas de vacio,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de equipos para reforzar las centrales de aire comprimido,"$ 8.261.067,00",9,mataderos,PILAR 950,28/4/2022,18/8/2022,3,100,OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.,2021,2095,DI-2022-85-GCABA-DGADCYP,30535645244,0,NO,0,Desconocido
Posta Sanitaria,Barrio Rodrigo Bueno,Finalizada,Salud,Ministerio de Salud,Fortalecimiento y desarrollo del Primer Nivel de Atencion. Se construira en la Manzana N°63M del barrio Rodrigo Bueno.,"$ 42.000.007,00",1,puerto madero,MANZANA N°63M,27/6/2022,30/9/2022,3,100,GRAMMA SERVICIOS S.A.S.,2022,2095,DI-2022-128-GCABA-DGADCYP,30715848461,0,NO,0,Desconocido
Hospital Elizalde,AA Quirofanos CCV 1° etapa,Finalizada,Salud,Ministerio de Salud,Aire Acondicionado Central con condiciones especiales de Filtrado y Desinfeccion mediante radiacion UV para el Servicio de Cirugia,"$ 29.254.170,00",1,constitucion,MONTES DE OCA 40,19/11/2021,1/10/2022,7,100,CONTROLCLIM S.A.,2021,2095, DI-2021-326-GCABA-DGADCYP,30708689412,0,NO,0,Desconocido
Hospital Gutierrez,AA unidad 14,Finalizada,Salud,Ministerio de Salud,Provision e Instalacion de Sistema de Tratamiento de Aire Acondicionado Central con condiciones especiales de Filtrado y Desinfeccion mediante radiacion UVC para Unidad 14 Internacion Traumatologia,"$ 14.301.777,00",2,recoleta,GALLO 1330,6/6/2022,1/12/2022,5,100,ECOHM S.R.L.,2021,2095,DI-2022-122-GCABA-DGADCYP,30712548114,0,NO,0,Desconocido
Ciclovias - Manteniento ,"PROVISION, COLOCACION Y MANTENIMIENTO DE SOLADOS, PAVIMENTO, CORDONES PREMOLDEADOS, DEMARCACION HORIZONTAL Y BICICLETEROS URBANOS",Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"Se ejecutara la provision, colocacion y el mantenimiento integral de solados, pavimento, cordones
premoldeados, demarcacion horizontal de ciclovias y bicisendas.","76,960,855.67",1 a 15,territorio caba,TERRITORIO CABA,may-21,30/10/2022,17,100,ILUBAIRES,2021,Licitacion Publica,43/SIGAF/2021,30693811860,0,NO,0,Desconocido
Ciclovias - Expansiòn ,Expansion de Ciclovias,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"El objetivo general es la readecuacion del espacio vial para incrementar la traza de la red de
ciclovias y vincular tramos existentes.","$ 112.534.098,70",1 a 15,territorio caba,TERRITORIO CABA,sep-21,nov-22,12,100,"PREDIAL
SA",2021,Licitacion Publica,10179-0005-LPU21,30693224809,0,NO,0,Desconocido
Parque de la Innovacion,Parque de la Innovacion - Licitacion 5 ,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"El proyecto consiste en una nueva vialidad en el espacio publico que conectara la apertura de la avenida Campos Salles con la salida existente de la Av. Leopoldo Lugones hacia la Av. Udaondo. Conectar vehicularmente el Parque de la Innovacion con la Au Lugones (y su colectora) y completar la red
de ciclovias.","$ 97.406.301,94",13,nuñez,"AV. DEL LIBERTADOR, AV.
GUILLERMO UDAONDO, LA NUEVA AV. CAMPOS SALLES Y LA SALIDA DE LA AV. LEOPOLDO LUGONES",4/4/2022,dic-22,8,100,"PREDIAL
SA",2022,Licitacion Publica,10179-0057-LPU21,30693224809,0,NO,0,Desconocido
Calle Libertador ,Calle Compartida Libertador - Etapa 2,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,"La obra consiste en la ejecucion de carriles exclusivos unidireccionales en cada sentido para bicicletas
a lo largo de la Av. Del Libertador entre el tramo comprendido entre el Viaducto Mitre y la Av.
Sarmiento.","$ 172.990.876,82",14,palermo,AV. DEL LIBERTADOR ENTRE VIADUCTO HASTA AV. SARMIENTO,18/4/2022,31/10/2022,6,100,RICAVIA SA,2021,Licitacion Publica,10179-0056-LPU21,30680314337,0,NO,0,Desconocido
Calle Libertador ,Calle Compartida Libertador - etapa 3,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,La obra consiste en la ejecucion de carriles exclusivos unidireccionales en cada sentido para bicicletas a lo largo de la Av. Del Libertador entre el tramo comprendido entre la Av. Sarmiento y San Martin,"$ 257.790.731,00","14, 2 , 1 ","recoleta, palermo y retiro",AV. DEL LIBERTADOR ENTRE SARMIENTO Y SAN MARTIN,may-22,mar-23,"4,5",18,RICAVIAL SA,2021,Licitacion Publica,10179-0058-LPU21,30680314337,0,NO,0,Desconocido
Metrobus,Metrobus del Bajo etapa II - Paradores ,Finalizada,Transporte,Secretari­a de Transporte y Obras Publicas,El proyecto tiene como fin extender el Metrobus del Bajo hasta La Boca conectando el sur de la ciudad.,"$ 1.581.742.403,24",4 y 1,la boca y san telmo,INDEPENDENCIA AV. Y PASEO COLON AV.,22/7/2022,31/3/2023,5,17,Miavasa S.A.,2022,Licitacion Publica,10179-0023-LPU22,30677303863,0,NO,0,Desconocido
Barreras PDB,"SISTEMAS DE SEÑALIZACION ACTIVA EN LOS PASOS A NIVEL VEHICULARES Y 
PEATONALES DEL PASEO DEL BAJO",En ejecucion,Transporte,Secretari­a de Transporte y Obras Publicas,"La obra se desarrollara sobre cada uno de los pasos a nivel, vehiculares/peatonales, y peatonales exclusivamente, materializados en el marco de la obra Paseo 
del Bajo, donde se intervino la infraestructura de los FFCC que operan las lineas Gral. Mitre y Gral. Roca. La obra comprende la provision, instalacion y puesta en servicio de mecanismos de barreras, semaforos de aviso al conductor y peatonales, y todo lo referente a la Señalizacion vertical, horizontal, luminica y sonora.","$ 456.811.928,21",1 y 4,"san nicolas, monserrat, san telmo y la boca","ES SOBRE LA VIA QUE CONECTA LAS LINEAS GENERAL MITRE Y GENERAL ROCA DEL FFCC, ENTRE LAS 
AVENIDAS CORDOBA Y BRASIL Y SE INTERVIENE TAMBIEN EN EL PASO A NIVEL ALTE. BROWN.",13/9/2021,mar-23,18,44,AUTOTROL SA,2021,Licitacion Publica,39-SIGAF-2021,30504913712,0,NO,0,Desconocido
Sucre,"REFUNCIONALIZACION Y OBRAS
COMPLEMENTARIAS SUCRE - PAMPA",En ejecucion,Transporte,Secretari­a de Transporte y Obras Publicas,La obra consiste en la materializacion de los apoyos de arquitectura y de servicios necesarios para el correcto funcionamiento de la actual Playa de Regulacion de colectivos.,"$ 71.568.934,63",13,belgrano,AV. VIRREY VERTIZ Y PAMPA,8/9/2022,8/2/2023,5,13,Instaelectro S.A.,2022,Licitacion Publica,10179-0041-LPU22,33661628729,0,NO,0,Desconocido
CNNYA,CRC Agote - San Martin,Finalizada,Instalaciones,Subsecretaria de Proyectos y Obras,"Puesta bajo Norma Instalaciones electricas, sanitarias, gas y termomecanicas de los Centros de Regimen Cerrados Agote y San Martin","$ 169.850.013,00",7 y 14,p. chacabuco/palermo,CURAPALIGUE 727 / CHARCAS 4602,1/11/2022,20/1/2024,14,100,CUNUMI SA,2022,Licitacion Publica,10179-0065-LPU22,30615748036,0,NO,EX 2022-25047139-DGCCYA,Desconocido
Ex au 3,Soluciones Habitacionales 3B,En ejecucion,Arquitectura,Ministerio de Desarrollo Humano y Habitat,Construccion de Edificio de Soluciones Habitacionales desarrollado en PB mas 4 pisos en Calle Mendoza 4246. Contara con 27 viviendas de 4 ambientes y 18 de 3 ambientes (total 45 unidad mas 2 locales comerciales).,"$ 739.248.652,28",12,villa urquiza,MENDOZA 4246,26/9/2022,26/9/2023,12,"Mayo 2024 - 89,84%",AMG OBRAS CIVILES SA,2022,Licitacion Publica,10172-0046-LP22,30519962884,0,NO,EX2022-20130809-GCABA-DGTALMDEP,Desconocido
Procuracion,Procuracion Etapa 2,En ejecucion,Arquitectura,Secretari­a de Transporte y Obras Publicas,Puesta en valor de los accesos del edificio de Procuracion General,"$ 39.620.945,30",1,san nicolas,URUGUAY 440,1/12/2022,30/6/2023,7,0,SOLTERM SRL,2022,Licitacion Publica,10179-0096-LPU22,30702139062,0,NO,EX2022-31117968-DGCCYA,Desconocido
BA Costa,Memorial Amia,Finalizada,Espacio Publico,Subsecretaria de Proyectos y Obras,"El Proyecto Memoria AMIA surge como consecuencia de la colaboracion entre la Asociacion Mutual Israelita Argentina y la Secretaria de Desarrollo Urbano (SDU), planteandose un nuevo espacio para de conmemoracion a las victimas del atentado a la AMIA, acaecido el 18 de Julio de 1994.","$ 118.832.522,60",13,belgrano,PREDIO UBICADO ENTRE EL P. DE LA MEMORIA Y LA ESTACION ELEVADORA ARROYO VEGA,29/7/2022,29/7/2023,12,100,SALVATORI SA PARQUES Y JARDINES,2022,Licitacion Publica,10179-0016-LPU22,30512700124,0,NO,EE-2022-8914594-DGCCYA,Desconocido
Playon Ferroviario Colegiales,Playon Ferroviario Colegiales,En ejecucion,Arquitectura,Secretari­a de Transporte y Obras Publicas,Puesta en valor de dos galpones ubicados en el Playon Ferroviario de Colegiales. Los mismo seran refuncionalizados a fin de albergar programas de caracter semi-publico compatibles con el nuevo parque,"$ 91.862.279,64",13,colegiales,AV. FEDERICO LACROZE 2775,15/12/2022,15/8/2023,8,0,NAKU CONSTRUCCIONES SRL,2022,Licitacion Publica,10179-0105-LPU22,30575292174,0,NO,EE-202233324226-DGCCYA,Desconocido
BA Costa,Parque de la Memoria Explanada,En ejecucion,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"Rediseño de Explanada que contemple un Acceso vehicular como acceso de servicio a la sala Presentes, Ahora y Siempre (PAyS). Asimismo se preven tareas de impermeabilizacion en diversos sectores","$ 68.763.244,00",13,belgrano,RAFAEL COSTANERA OBLIGADO AV 7001,15/12/2022,15/7/2023,7,0,CUNUMI SA,2022,Licitacion Publica,10179-0106-LPU22,30615748036,0,NO,EE-2022-33887916-DGCCYA,Desconocido
BA Costa,Parque de la Memoria Confiteria,En licitacion,Arquitectura,Secretari­a de Transporte y Obras Publicas,"Construccion de un espacio destinado a cafeteria dentro del predio del Parque de la Memoria. Contara con un gran salon vidriado con vistas hacia el rio, una zona de apoyo de servicio y sanitarios publicos","$ 117.280.000,00",13,belgrano,RAFAEL COSTANERA OBLIGADO AV 7001,28/12/2022,30/8/2023,8,0,CUNUMI SA,2022,Licitacion Publica,10179-0103-LPU22,30615748036,0,NO,EE-2022-32423526-DGCCYA,Desconocido
BA Costa,Parque del Golf,Finalizada,Espacio Publico,Subsecretaria de Proyectos y Obras,Espacio Publico ubicado en el actual Golf del Sector 5 (Costa Salguero),"$ 598.847.634,70",14,palermo,"AV. COSTANERA RAFAEL OBLIGADO, A LA ALTURA DE LA CALLE SALGUERO Y A ORILLAS DEL RIO DE LA PLATA",1/12/2022,31/10/2023,11,100,NAKU CONSTRUCCIONES S.R.L.-ALTOTE S.A.-UT,2022,Licitacion Publica,10179-0070-LPU22,30717825639,0,NO,EX-2022-17713563-GCABA-DGPAR,Desconocido
Parque del Vega,Parque del Vega,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"Puesta en valor del entorno al pozo alivianador del vega, incorporacion de areas de estacionamiento y esparcimiento. Continuidad de via de bicisenda y camino peatonal/vehicular de intertrabado el cual funcionara de abastecimiento para las distintas areas del parque.","$ 314.472.332,17",13,nuñez,AV COSTANERA 4899,1/9/2023,28/2/2023,6,100,SALVATORI SA,2022,Licitacion Publica,"BACO N° 10179-0033-LPU22
",30512700124,0,NO,"EX-2022-14400156-GCBA-DGPAR
 EX2022-16406780-GCBA-DGCCYA",Desconocido
Parque Costero BA,Parque Costero BA,Finalizada,Espacio Publico,Secretari­a de Transporte y Obras Publicas,"Crear un nuevo parque publico costero con caracteristicas de playa publica que promueva la interaccion de las personas con el rio, integrandose al corredor biologico ribereño en continuidad con la Reserva Natural de Ciudad Universitaria, Parque de los Niños, Costanera Norte, y la Reserva Ecologica Costanera Sur, entre otros y agregando asi un nuevo espacio al borde del rio en la Ciudad.","$ 1.523.334.227,35",13,nuñez,AV COSTANERA 6551,28/11/2022,28/10/2023,9,100,CRIBA SA,2022,Licitacion Publica,BACO N° 10179-0079-LPU22,30505454436,0,NO,EX N° 26487008-GCABA-DGPAR/22 EX N° 26908441-GCABA-DGCCYA/22,Desconocido
Complejos Habitacionales,Dorrego (Los Perales),Finalizada,Desconocido,Subsecretari­a de Gestion Comunal,Sin descripcion,0,9,mataderos,"MONTE Y DE LA TORRE, LISANDRO AV.",0,0,0,100,Desconocido,0,Desconocida,Desconocido,Desconocido,0,NO,0,Desconocido
Complejos Habitacionales,Piedrabuena,Finalizada,Desconocido,Subsecretari­a de Gestion Comunal,Sin descripcion,0,8,villa lugano,PIEDRABUENA AV Y CASTAÑARES AV.,0,0,0,100,Desconocido,0,Desconocida,Desconocido,Desconocido,0,NO,0,Desconocido
Complejos Habitacionales,Lacarra,Finalizada,Desconocido,Subsecretari­a de Gestion Comunal,Sin descripcion,0,8,villa soldati,AV HECTOR CAMPORA Y AV CASTAÑARES,0,0,0,100,Desconocido,0,Desconocida,Desconocido,Desconocido,0,NO,0,Desconocido
Complejos Habitacionales,Padre Mugica,Proyecto finalizado,Desconocido,Subsecretari­a de Gestion Comunal,Sin descripcion,0,8,villa lugano,"PAZ, GRAL. AV. 15330",0,0,0,0,Desconocido,0,Desconocida,Desconocido,Desconocido,0,NO,0,Desconocido
La Transformacion no Para,Eco Casa (Ex hostal del lago),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"La obra contempla la recuperacion del edificio en su totalidad. Las tareas se basan en la conservacion integral exterior e interior, completando y restaurando sus elementos existentes,","$ 107.756.988,30",1,palermo,AV BUNGE Y AV LOS OMBUES,1/2/2023,18/9/2023,4,100,Seob S.A.,2022,Licitacion Publica,351-0097-LPU22,33692849979,0,NO,0,Desconocido
Casco Historico,Cruces Nivelados Tacuari,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"El proyecto tiene como objetivo la renovacion y puesta en valor de ciertas areas que conforman el Casco Historico de la Ciudad. La propuesta busca activar el area en terminos turisticos, culturales y comerciales. Se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. La intervencion proyectada se basa, principalmente, en un criterio de conservacion y restauracion, ejecutando tareas de limpieza y proteccion, conjuntamente con obras de iluminacion que jerarquizan los elementos significativos.","$ 87.000.000,00",1,monserrat,AV. BELGRANO Y JUAN DE GARAY,29/9/2022,31/1/2023,3,100,SEOB,2022,Licitacion Publica de etapa multiple,648/SIGAF/2018,33692849979,0,NO,0,Desconocido
Casco Historico,Cruces nivelados Piedras,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"El proyecto tiene como objetivo la renovacion y puesta en valor de ciertas areas que conforman el Casco Historico de la Ciudad. La propuesta busca activar el area en terminos turisticos, culturales y comerciales. Se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. La intervencion proyectada se basa, principalmente, en un criterio de conservacion y restauracion, ejecutando tareas de limpieza y proteccion, conjuntamente con obras de iluminacion que jerarquizan los elementos significativos.","$ 251.000.000,00",1,monserrat,PIEDRAS E/BELGRANO Y JUAN DE GARAY,2/2/2023,2/5/2023,3,100,SEOB-RICAVIAL,2023,Licitacion Publica de etapa multiple,648/SIGAF/2018,30-68031433-7,0,NO,0,Desconocido
Casco Historico,Fachadas Patrimoniales Et. 6 Casal de Cataluña,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"El proyecto tiene como objetivo la renovacion y puesta en valor de ciertas areas que conforman el Casco Historico de la Ciudad. La propuesta busca activar el area en terminos turisticos, culturales y comerciales. Se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. La intervencion proyectada se basa, principalmente, en un criterio de conservacion y restauracion, ejecutando tareas de limpieza y proteccion, conjuntamente con obras de iluminacion que jerarquizan los elementos significativos","$ 49.022.883,92",1,san telmo,CHACABUCO ENTRE INDEPENDENCIA Y EEUU,1/2/2023,13/7/2023,6,100,HIT Construcciones,2022,Licitacion Publica,351-0100-LPU22,30611874851,0,NO,0,Desconocido
Casco Historico,Fachadas Patrimoniales Et. 6 Chacabuco 874 (Ex pista urbana),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"El proyecto tiene como objetivo la renovacion y puesta en valor de ciertas areas que conforman el Casco Historico de la Ciudad. La propuesta busca activar el area en terminos turisticos, culturales y comerciales. Se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. La intervencion proyectada se basa, principalmente, en un criterio de conservacion y restauracion, ejecutando tareas de limpieza y proteccion, conjuntamente con obras de iluminacion que jerarquizan los elementos significativos","$ 35.981.887,41",1,san telmo,CHACABUCO 874,13/3/2023,13/7/2023,6,75,Consulper SA,2022,Licitacion Publica,351-0064-LPA22,30611874851,0,NO,0,Desconocido
Plan 54 escuelas,Jardin de Infantes Integral N° 5 D.E 14,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 24.484.023,01",15,paternal,AV. CHORROARIN 365,2/5/2017,30/7/2018,15,100,Ingenor S.A,2017,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,Jardin de Infantes Integral N° 10 D.E 1,Finalizada,Escuelas,Ministerio de Educacion,Inicial,0,1,retiro,PARC.1P-MANZANA 162 (A) - SECCION 15.,1/12/2017,31/12/2018,12,100,Desconocido,2017,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Plan 54 escuelas,CFP 38,Finalizada,Escuelas,Ministerio de Educacion,Adultos,0,1,retiro,"PARCELA 1P-MANZANA 162 G-SECCION 15-CIRCUNSCRIPCION 19, BARRIO 31",1/12/2017,31/12/2018,12,100,Desconocido,2017,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Barrio 31,"Ejecucio?n, Rehabilitacio?n y Mantenimiento de viviendas del Barrio 31, Etapa UM 3, Sector Bajo Autopista. Lote 1",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Habitat,"Ejecucion, rehabilitacion y mantenimiento de viviendas del barrio 31, Ciudad Autonoma de Buenos Aires - ETAPA UM 3 (BA) ","$ 235.847.220,00",1,retiro,ALPACA 620,26/7/2021,9/8/2022,12,100,"VILLAREX S.A.
DEMOLICIONES MITRE S.R.L.",2021,Licitacion Publica,31-SIGAF-2021,"30712097996
30657536551
",20,NO,EX-2021-22002011-GCABA-DGMV,Desconocido
Barrio 31,"Ejecucio?n, Rehabilitacio?n y Mantenimiento de viviendas del Barrio 31, Etapa UM 3, Sector Bajo Autopista. Lote 2",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Habitat,"Ejecucion, rehabilitacion y mantenimiento de viviendas del barrio 31, Ciudad Autonoma de Buenos Aires - ETAPA UM 3 (BA) ","$ 115.842.592,00",1,retiro,ALPACA 620,26/7/2021,9/8/2022,12,100,Demoliciones Mitre SRL,2021,Licitacion Publica,31-SIGAF-2021,30657536551,0,NO,EX-2021-5937046-GCABA-DGMV,Desconocido
Barrio 31,"Ejecucion, rehabilitacion y mantenimiento de viviendas del Barrio 31, Sector 2: Comunicaciones",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Habitat,"""Ejecucion, rehabilitacion y mantenimiento de viviendas del Barrio 31 de la ciudad de buenos aires. SECTOR COMUNICACIONES ","$ 141.180.206,00",1,retiro,EVITA 2194,15/12/2022,15/12/2023,12,100%,Demoliciones Mitre SRL,2022,Licitacion Publica Abreviada.,10209-0036-LPA22,30657536551,15,NO,EX-2022-15718818--GCABA-UPEUBPCM,Desconocido
Barrio 31,"Ejecucion, rehabilitacion y mantenimiento de viviendas del Barrio 31, Sector 3: ""YPF""",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Habitat,"Ejecucion, rehabilitacion y mantenimiento de viviendas del Barrio 31 de la ciudad de buenos aires - YPF""""""","$ 80.816.340,00",1,retiro,EVITA 1296,15/7/2022,15/3/2023,8,100,BLUE STEEL S.A. ,2022,Licitacion Publica Abreviada.,10209-0016-LPA22,30709422967,0,NO,EX-2022-31849451-GCABA-UPEUBPCM,Desconocido
Barrio 31,"Ejecucio?n, Rehabilitacio?n y Mantenimiento de viviendas del Barrio 31, Etapa UM 4, Sector Bajo Autopista - Lote 1",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Habitat,"Ejecucion, rehabilitacion y mantenimiento de viviendas del barrio 31, Ciudad Autonoma de Buenos Aires - ETAPA UM 4 (BA)","$ 238.233.196,00",1,retiro,ALPACA 620,26/7/2021,9/8/2022,12,100,"VILLAREX S.A.
DEMOLICIONES MITRE S.R.L.",2021,Licitacion Publica,32-SIGAF-2021,"30712097996
30657536551
",20,NO,EX-2021-22020208-GCABA-DGMV,Desconocido
Barrio 31,"Ejecucio?n, Rehabilitacio?n y Mantenimiento de viviendas del Barrio 31, Etapa UM 4, Sector Bajo Autopista - Lote 2",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Habitat,"Ejecucion, rehabilitacion y mantenimiento de viviendas del barrio 31, Ciudad Autonoma de Buenos Aires - ETAPA UM 4 (BA)","$ 110.529.535,00",1,retiro,ALPACA 620,26/7/2021,9/8/2022,12,100,Demoliciones Mitre SRL,2021,Licitacion Publica,32-SIGAF-2021,30657536551,0,NO,EX-2021-05983122-GCABA-DGMV,Desconocido
